"DFC","CONTA","SUBCONTA"
"Despesa","Despesas com Pessoal/ RH","Confraternizaçao"
"Despesa","Despesas com Pessoal/ RH","Confraternizaçao"
"Despesa","Despesas com Pessoal/ RH","Confraternizaçao"
"Despesa","Despesas com Pessoal/ RH","Confraternizaçao"
"Investimento","Investimentos","Investimento Sistemas"
"Investimento","Investimentos","Investimento Sistemas"
"Investimento","Investimentos","Investimento Sistemas"
"Investimento","Investimentos","Investimento Sistemas"
"Investimento","Investimentos","Investimento Sistemas"
"Investimento","Investimentos","Investimento Sistemas"
"Investimento","Investimentos","Investimento Sistemas"
"Investimento","Investimentos","Investimento Sistemas"
"Investimento","Investimentos","Investimento Sistemas"
"Investimento","Investimentos","Investimento Sistemas"
"Investimento","Investimentos","Investimento Sistemas"
"Investimento","Investimentos","Investimento Sistemas"
"Despesa","Pagamento Royalties","Transferencia Saida de Royalties"
"Despesa","Pagamento Royalties","Transferencia Saida de Royalties"
"Despesa","Pagamento Royalties","Transferencia Saida de Royalties"
"Despesa","Pagamento Royalties","Transferencia Saida de Royalties"
"Despesa","Pagamento Royalties","Transferencia Saida de Royalties"
"Despesa","Pagamento Royalties","Transferencia Saida de Royalties"
"Despesa","Pagamento Royalties","Transferencia Saida de Royalties"
"Despesa","Pagamento Royalties","Transferencia Saida de Royalties"
"Despesa","Pagamento Royalties","Transferencia Saida de Royalties"
"Despesa","Pagamento Royalties","Transferencia Saida de Royalties"
"Despesa","Pagamento Royalties","Transferencia Saida de Royalties"
"Despesa","Pagamento Royalties","Transferencia Saida de Royalties"
"Investimento","Investimentos","Investimento Identificacao Fachada"
"Investimento","Investimentos","Investimento Identificacao Fachada"
"Investimento","Investimentos","Investimento Identificacao Fachada"
"Investimento","Investimentos","Investimento Identificacao Fachada"
"Investimento","Investimentos","Investimento Identificacao Fachada"
"Investimento","Investimentos","Investimento Identificacao Fachada"
"Investimento","Investimentos","Investimento Identificacao Fachada"
"Investimento","Investimentos","Investimento Identificacao Fachada"
"Investimento","Investimentos","Investimento Identificacao Fachada"
"Investimento","Investimentos","Investimento Identificacao Fachada"
"Investimento","Investimentos","Investimento Identificacao Fachada"
"Investimento","Investimentos","Investimento Identificacao Fachada"
"Despesa","Despesas Logisticas","Manutençao Veiculo"
"Despesa","Despesas Logisticas","Manutençao Veiculo"
"Despesa","Despesas Logisticas","Manutençao Veiculo"
"Despesa","Despesas Logisticas","Manutençao Veiculo"
"Despesa","Despesas Logisticas","Manutençao Veiculo"
"Despesa","Despesas Logisticas","Manutençao Veiculo"
"Despesa","Despesas Logisticas","Manutençao Veiculo"
"Despesa","Despesas Logisticas","Manutençao Veiculo"
"Despesa","Despesas Logisticas","Manutençao Veiculo"
"Despesa","Despesas Logisticas","Manutençao Veiculo"
"Despesa","Despesas Logisticas","Manutençao Veiculo"
"Despesa","Despesas Logisticas","Manutençao Veiculo"
"Despesa","Despesas MKT Publicidade","Propaganda"
"Despesa","Despesas MKT Publicidade","Propaganda"
"Despesa","Despesas MKT Publicidade","Propaganda"
"Despesa","Despesas MKT Publicidade","Propaganda"
"Despesa","Despesas MKT Publicidade","Propaganda"
"Despesa","Despesas MKT Publicidade","Propaganda"
"Despesa","Despesas MKT Publicidade","Propaganda"
"Despesa","Despesas MKT Publicidade","Propaganda"
"Despesa","Despesas MKT Publicidade","Propaganda"
"Despesa","Despesas MKT Publicidade","Propaganda"
"Despesa","Despesas MKT Publicidade","Propaganda"
"Despesa","Despesas MKT Publicidade","Propaganda"
"Despesa","Despesas Administrativas","Alvara/ Bombeiros/ Licença Ambiental"
"Despesa","Despesas Administrativas","Alvara/ Bombeiros/ Licença Ambiental"
"Despesa","Despesas Administrativas","Alvara/ Bombeiros/ Licença Ambiental"
"Despesa","Despesas Administrativas","Alvara/ Bombeiros/ Licença Ambiental"
"Despesa","Despesas Administrativas","Alvara/ Bombeiros/ Licença Ambiental"
"Despesa","Despesas Administrativas","Alvara/ Bombeiros/ Licença Ambiental"
"Despesa","Despesas Administrativas","Alvara/ Bombeiros/ Licença Ambiental"
"Despesa","Despesas Administrativas","Alvara/ Bombeiros/ Licença Ambiental"
"Despesa","Despesas Administrativas","Alvara/ Bombeiros/ Licença Ambiental"
"Despesa","Despesas Administrativas","Alvara/ Bombeiros/ Licença Ambiental"
"Despesa","Despesas Administrativas","Alvara/ Bombeiros/ Licença Ambiental"
"Despesa","Despesas Administrativas","Alvara/ Bombeiros/ Licença Ambiental"
"Despesa","Despesas com Pessoal/ RH","13º Salario SR"
"Despesa","Despesas com Pessoal/ RH","13º Salario SR"
"Despesa","Despesas com Pessoal/ RH","13º Salario SR"
"Despesa","Despesas com Pessoal/ RH","13º Salario SR"
"Despesa","Despesas com Pessoal/ RH","13º Salario SR"
"Despesa","Despesas com Pessoal/ RH","13º Salario SR"
"Despesa","Despesas com Pessoal/ RH","13º Salario SR"
"Despesa","Despesas com Pessoal/ RH","13º Salario SR"
"Despesa","Despesas com Pessoal/ RH","13º Salario SR"
"Despesa","Despesas com Pessoal/ RH","13º Salario SR"
"Despesa","Despesas com Pessoal/ RH","13º Salario SR"
"Despesa","Despesas com Pessoal/ RH","13º Salario SR"
"Despesa","Despesas com Pessoal/ RH","Presente Funcionario"
"Despesa","Despesas com Pessoal/ RH","Presente Funcionario"
"Despesa","Despesas com Pessoal/ RH","Presente Funcionario"
"Despesa","Despesas com Pessoal/ RH","Presente Funcionario"
"Despesa","Despesas com Pessoal/ RH","Presente Funcionario"
"Despesa","Despesas com Pessoal/ RH","Presente Funcionario"
"Despesa","Despesas com Pessoal/ RH","Presente Funcionario"
"Despesa","Despesas com Pessoal/ RH","Presente Funcionario"
"Despesa","Despesas com Pessoal/ RH","Presente Funcionario"
"Despesa","Despesas com Pessoal/ RH","Presente Funcionario"
"Despesa","Despesas com Pessoal/ RH","Presente Funcionario"
"Despesa","Despesas com Pessoal/ RH","Presente Funcionario"
"Investimento","Investimentos","Investimento Cameras de Segurança"
"Investimento","Investimentos","Investimento Cameras de Segurança"
"Investimento","Investimentos","Investimento Cameras de Segurança"
"Investimento","Investimentos","Investimento Cameras de Segurança"
"Investimento","Investimentos","Investimento Cameras de Segurança"
"Investimento","Investimentos","Investimento Cameras de Segurança"
"Investimento","Investimentos","Investimento Cameras de Segurança"
"Investimento","Investimentos","Investimento Cameras de Segurança"
"Investimento","Investimentos","Investimento Cameras de Segurança"
"Investimento","Investimentos","Investimento Cameras de Segurança"
"Investimento","Investimentos","Investimento Cameras de Segurança"
"Investimento","Investimentos","Investimento Cameras de Segurança"
"Imposto","Impostos Federais","COFINS"
"Imposto","Impostos Federais","COFINS"
"Imposto","Impostos Federais","COFINS"
"Imposto","Impostos Federais","COFINS"
"Imposto","Impostos Federais","COFINS"
"Imposto","Impostos Federais","COFINS"
"Imposto","Impostos Federais","COFINS"
"Imposto","Impostos Federais","COFINS"
"Imposto","Impostos Federais","COFINS"
"Imposto","Impostos Federais","COFINS"
"Imposto","Impostos Federais","COFINS"
"Imposto","Impostos Federais","COFINS"
"Despesa","Despesas Comerciais","Aplicativos (SPOTIFY/ CANVA/ NET)"
"Despesa","Despesas Comerciais","Aplicativos (SPOTIFY/ CANVA/ NET)"
"Despesa","Despesas Comerciais","Aplicativos (SPOTIFY/ CANVA/ NET)"
"Despesa","Despesas Comerciais","Aplicativos (SPOTIFY/ CANVA/ NET)"
"Despesa","Despesas Comerciais","Aplicativos (SPOTIFY/ CANVA/ NET)"
"Despesa","Despesas Comerciais","Aplicativos (SPOTIFY/ CANVA/ NET)"
"Despesa","Despesas Comerciais","Aplicativos (SPOTIFY/ CANVA/ NET)"
"Despesa","Despesas Comerciais","Aplicativos (SPOTIFY/ CANVA/ NET)"
"Despesa","Despesas Comerciais","Aplicativos (SPOTIFY/ CANVA/ NET)"
"Despesa","Despesas Comerciais","Aplicativos (SPOTIFY/ CANVA/ NET)"
"Despesa","Despesas Comerciais","Aplicativos (SPOTIFY/ CANVA/ NET)"
"Despesa","Despesas Comerciais","Aplicativos (SPOTIFY/ CANVA/ NET)"
"Despesa","Despesas com Pessoal/ RH","Premiaçao Funcionario"
"Despesa","Despesas com Pessoal/ RH","Premiaçao Funcionario"
"Despesa","Despesas com Pessoal/ RH","Premiaçao Funcionario"
"Despesa","Despesas com Pessoal/ RH","Premiaçao Funcionario"
"Despesa","Despesas com Pessoal/ RH","Premiaçao Funcionario"
"Despesa","Despesas com Pessoal/ RH","Premiaçao Funcionario"
"Despesa","Despesas com Pessoal/ RH","Premiaçao Funcionario"
"Despesa","Despesas com Pessoal/ RH","Premiaçao Funcionario"
"Despesa","Despesas com Pessoal/ RH","Premiaçao Funcionario"
"Despesa","Despesas com Pessoal/ RH","Premiaçao Funcionario"
"Despesa","Despesas com Pessoal/ RH","Premiaçao Funcionario"
"Despesa","Despesas com Pessoal/ RH","Premiaçao Funcionario"
"Despesa","Despesas Administrativas","Despesa Cartorio/ Tabelionato"
"Despesa","Despesas Administrativas","Despesa Cartorio/ Tabelionato"
"Despesa","Despesas Administrativas","Despesa Cartorio/ Tabelionato"
"Despesa","Despesas Administrativas","Despesa Cartorio/ Tabelionato"
"Despesa","Despesas Administrativas","Despesa Cartorio/ Tabelionato"
"Despesa","Despesas Administrativas","Despesa Cartorio/ Tabelionato"
"Despesa","Despesas Administrativas","Despesa Cartorio/ Tabelionato"
"Despesa","Despesas Administrativas","Despesa Cartorio/ Tabelionato"
"Despesa","Despesas Administrativas","Despesa Cartorio/ Tabelionato"
"Despesa","Despesas Administrativas","Despesa Cartorio/ Tabelionato"
"Despesa","Despesas Administrativas","Despesa Cartorio/ Tabelionato"
"Despesa","Despesas Administrativas","Despesa Cartorio/ Tabelionato"
"Despesa","Contabilidade","Certificado Digital"
"Despesa","Contabilidade","Certificado Digital"
"Despesa","Contabilidade","Certificado Digital"
"Despesa","Contabilidade","Certificado Digital"
"Despesa","Contabilidade","Certificado Digital"
"Despesa","Contabilidade","Certificado Digital"
"Despesa","Contabilidade","Certificado Digital"
"Despesa","Contabilidade","Certificado Digital"
"Despesa","Contabilidade","Certificado Digital"
"Despesa","Contabilidade","Certificado Digital"
"Despesa","Contabilidade","Certificado Digital"
"Despesa","Contabilidade","Certificado Digital"
"Despesa","Despesas MKT Eventos","Evento Romance"
"Despesa","Despesas MKT Eventos","Evento Romance"
"Despesa","Despesas MKT Eventos","Evento Romance"
"Despesa","Despesas MKT Eventos","Evento Romance"
"Despesa","Despesas MKT Eventos","Evento Romance"
"Despesa","Despesas MKT Eventos","Evento Romance"
"Despesa","Despesas MKT Eventos","Evento Romance"
"Despesa","Despesas MKT Eventos","Evento Romance"
"Despesa","Despesas MKT Eventos","Evento Romance"
"Despesa","Despesas MKT Eventos","Evento Romance"
"Despesa","Despesas MKT Eventos","Evento Romance"
"Despesa","Despesas MKT Eventos","Evento Romance"
"Despesa","Despesas Administrativas","Despesa Dedetizaçao"
"Despesa","Despesas Administrativas","Despesa Dedetizaçao"
"Despesa","Despesas Administrativas","Despesa Dedetizaçao"
"Despesa","Despesas Administrativas","Despesa Dedetizaçao"
"Despesa","Despesas Administrativas","Despesa Dedetizaçao"
"Despesa","Despesas Administrativas","Despesa Dedetizaçao"
"Despesa","Despesas Administrativas","Despesa Dedetizaçao"
"Despesa","Despesas Administrativas","Despesa Dedetizaçao"
"Despesa","Despesas Administrativas","Despesa Dedetizaçao"
"Despesa","Despesas Administrativas","Despesa Dedetizaçao"
"Despesa","Despesas Administrativas","Despesa Dedetizaçao"
"Despesa","Despesas Administrativas","Despesa Dedetizaçao"
"Despesa","Despesas Informatica","Manutençao Informatica"
"Despesa","Despesas Informatica","Manutençao Informatica"
"Despesa","Despesas Informatica","Manutençao Informatica"
"Despesa","Despesas Informatica","Manutençao Informatica"
"Despesa","Despesas Informatica","Manutençao Informatica"
"Despesa","Despesas Informatica","Manutençao Informatica"
"Despesa","Despesas Informatica","Manutençao Informatica"
"Despesa","Despesas Informatica","Manutençao Informatica"
"Despesa","Despesas Informatica","Manutençao Informatica"
"Despesa","Despesas Informatica","Manutençao Informatica"
"Despesa","Despesas Informatica","Manutençao Informatica"
"Despesa","Despesas Informatica","Manutençao Informatica"
"Receita","",""
"Receita","",""
"Receita","",""
"Receita","",""
"Receita","",""
"Receita","",""
"Receita","",""
"Receita","",""
"Receita","",""
"Receita","",""
"Receita","",""
"Receita","",""
"Receita","Receitas Externas OP","Receita Revenda Produtos"
"Receita","Receitas Externas OP","Receita Revenda Produtos"
"Receita","Receitas Externas OP","Receita Revenda Produtos"
"Receita","Receitas Externas OP","Receita Revenda Produtos"
"Receita","Receitas Externas OP","Receita Revenda Produtos"
"Receita","Receitas Externas OP","Receita Revenda Produtos"
"Receita","Receitas Externas OP","Receita Revenda Produtos"
"Receita","Receitas Externas OP","Receita Revenda Produtos"
"Receita","Receitas Externas OP","Receita Revenda Produtos"
"Receita","Receitas Externas OP","Receita Revenda Produtos"
"Receita","Receitas Externas OP","Receita Revenda Produtos"
"Receita","Receitas Externas OP","Receita Revenda Produtos"
